Date,Open,High,Low,Close,Adj_Close,Volume
2011-03-25,67528.000000,68256.000000,67497.000000,67766.000000,67766.000000,2223800
2011-03-28,67767.000000,68070.000000,67193.000000,67193.000000,67193.000000,1444400
2011-03-29,67194.000000,67862.000000,67046.000000,67419.000000,67419.000000,1768200
2011-03-30,67423.000000,68004.000000,67423.000000,67997.000000,67997.000000,1859800
2011-03-31,68000.000000,68606.000000,68000.000000,68587.000000,68587.000000,2124400
2011-04-01,68588.000000,69387.000000,68588.000000,69268.000000,69268.000000,2397400
2011-04-04,69270.000000,69787.000000,69270.000000,69704.000000,69704.000000,1200
2011-04-05,69704.000000,70047.000000,69465.000000,69838.000000,69838.000000,0
2011-04-06,69841.000000,70108.000000,68954.000000,69037.000000,69037.000000,0
2011-04-07,69040.000000,69334.000000,68695.000000,69176.000000,69176.000000,0
2011-04-08,69180.000000,69430.000000,68472.000000,68718.000000,68718.000000,2111400
2011-04-11,68719.000000,69177.000000,68029.000000,68164.000000,68164.000000,2173800
2011-04-12,68153.000000,68153.000000,66721.000000,66896.000000,66896.000000,2525800
2011-04-13,66909.000000,67411.000000,66251.000000,66486.000000,66486.000000,2515200
2011-04-14,66483.000000,67042.000000,66090.000000,66279.000000,66279.000000,2259000
2011-04-15,66281.000000,66765.000000,65832.000000,66684.000000,66684.000000,2145800
2011-04-18,66689.000000,66706.000000,65158.000000,65415.000000,65415.000000,3060400
2011-04-19,65417.000000,66257.000000,65417.000000,66158.000000,66158.000000,2214400
2011-04-20,66165.000000,67077.000000,66165.000000,67058.000000,67058.000000,2397400
2011-04-25,67058.000000,67124.000000,66552.000000,66972.000000,66972.000000,1385800
2011-04-26,66972.000000,67413.000000,66722.000000,67144.000000,67144.000000,1726600
2011-04-27,67143.000000,67228.000000,65885.000000,66264.000000,66264.000000,2151200
2011-04-28,66249.000000,66249.000000,65105.000000,65673.000000,65673.000000,3090000
2011-04-29,65664.000000,66294.000000,65461.000000,66133.000000,66133.000000,2645000
2011-05-02,66119.000000,66500.000000,65346.000000,65463.000000,65463.000000,2306800
2011-05-03,65458.000000,65468.000000,64244.000000,64318.000000,64318.000000,2235400
2011-05-04,64320.000000,64807.000000,63548.000000,63616.000000,63616.000000,2490000
2011-05-05,63609.000000,64268.000000,62973.000000,63407.000000,63407.000000,2806000
2011-05-06,63422.000000,64704.000000,63422.000000,64417.000000,64417.000000,2690000
2011-05-09,64416.000000,64782.000000,64150.000000,64622.000000,64622.000000,1880800
2011-05-10,64622.000000,65143.000000,64619.000000,64877.000000,64877.000000,1982600
2011-05-11,64877.000000,64877.000000,63622.000000,63776.000000,63776.000000,2458400
2011-05-12,63772.000000,64329.000000,63125.000000,64003.000000,64003.000000,2486800
2011-05-13,64003.000000,64165.000000,63063.000000,63235.000000,63235.000000,2667400
2011-05-16,63233.000000,63829.000000,62676.000000,62830.000000,62830.000000,2459600
2011-05-17,62830.000000,63680.000000,62414.000000,63673.000000,63673.000000,2210800
2011-05-18,63675.000000,64015.000000,62830.000000,62841.000000,62841.000000,2488000
2011-05-19,62844.000000,63607.000000,62225.000000,62367.000000,62367.000000,2291200
2011-05-20,62370.000000,63043.000000,62086.000000,62597.000000,62597.000000,2087000
2011-05-23,62597.000000,62597.000000,61659.000000,62345.000000,62345.000000,1767600
2011-05-24,62350.000000,63415.000000,62350.000000,63337.000000,63337.000000,2006400
2011-05-25,63329.000000,63857.000000,63025.000000,63388.000000,63388.000000,1918600
2011-05-26,63389.000000,64121.000000,63232.000000,64099.000000,64099.000000,2397000
2011-05-27,64101.000000,64548.000000,64092.000000,64295.000000,64295.000000,1672000
2011-05-30,64295.000000,64460.000000,63915.000000,63954.000000,63954.000000,629000
2011-05-31,63961.000000,64620.000000,63932.000000,64620.000000,64620.000000,2428400
2011-06-01,64616.000000,64674.000000,63401.000000,63411.000000,63411.000000,2158200
2011-06-02,63411.000000,64218.000000,63277.000000,64218.000000,64218.000000,2135600
2011-06-03,64216.000000,64979.000000,63628.000000,64341.000000,64341.000000,2155800
2011-06-06,64341.000000,64512.000000,62960.000000,63068.000000,63068.000000,1822400
2011-06-07,63072.000000,63784.000000,63072.000000,63218.000000,63218.000000,2089600
2011-06-08,63204.000000,63354.000000,62709.000000,63033.000000,63033.000000,1805800
2011-06-09,63037.000000,63773.000000,62872.000000,63469.000000,63469.000000,1946800
2011-06-10,63470.000000,63478.000000,62495.000000,62697.000000,62697.000000,1688200
2011-06-13,62701.000000,62968.000000,62022.000000,62023.000000,62023.000000,1397200
2011-06-14,62023.000000,62697.000000,62023.000000,62205.000000,62205.000000,1762400
2011-06-15,62198.000000,62198.000000,61448.000000,61604.000000,61604.000000,2668000
2011-06-16,61602.000000,62040.000000,60489.000000,60881.000000,60881.000000,1991000
2011-06-17,60883.000000,61268.000000,60566.000000,61060.000000,61060.000000,1974600
2011-06-20,61059.000000,61571.000000,60784.000000,61168.000000,61168.000000,2019800
2011-06-21,61188.000000,61543.000000,61179.000000,61424.000000,61424.000000,1696600
2011-06-22,61420.000000,61859.000000,61194.000000,61194.000000,61194.000000,1863400
2011-06-24,61192.000000,61459.000000,60921.000000,61017.000000,61017.000000,1449000
2011-06-27,61017.000000,61456.000000,60772.000000,61217.000000,61217.000000,1634000
2011-06-28,61216.000000,62309.000000,61216.000000,62303.000000,62303.000000,1796400
2011-06-29,62303.000000,62625.000000,62033.000000,62334.000000,62334.000000,1873400
2011-06-30,62337.000000,62574.000000,61959.000000,62404.000000,62404.000000,1814000
2011-07-01,62404.000000,63455.000000,62148.000000,63394.000000,63394.000000,2376200
2011-07-04,63397.000000,63891.000000,63314.000000,63891.000000,63891.000000,1000400
2011-07-05,63886.000000,63886.000000,63030.000000,63039.000000,63039.000000,1937800
2011-07-06,63039.000000,63039.000000,62391.000000,62565.000000,62565.000000,1612600
2011-07-07,62573.000000,63206.000000,62207.000000,62207.000000,62207.000000,1865000
2011-07-08,62207.000000,62207.000000,61366.000000,61513.000000,61513.000000,1670600
2011-07-11,61502.000000,61502.000000,60098.000000,60224.000000,60224.000000,1773200
2011-07-12,60220.000000,60516.000000,59705.000000,59705.000000,59705.000000,1946200
2011-07-13,59718.000000,60847.000000,59718.000000,60670.000000,60670.000000,2284200
2011-07-14,60673.000000,60685.000000,59452.000000,59679.000000,59679.000000,2363400
2011-07-15,59679.000000,60104.000000,59180.000000,59478.000000,59478.000000,1960200
2011-07-18,59479.000000,59479.000000,58631.000000,58838.000000,58838.000000,1956400
2011-07-19,58838.000000,59394.000000,58677.000000,59082.000000,59082.000000,1888000
2011-07-20,59094.000000,59552.000000,59045.000000,59120.000000,59120.000000,1946000
2011-07-21,59120.000000,60441.000000,59120.000000,60263.000000,60263.000000,2159600
2011-07-22,60263.000000,60696.000000,60077.000000,60270.000000,60270.000000,1809600
2011-07-25,60264.000000,60285.000000,59640.000000,59971.000000,59971.000000,1772400
2011-07-26,59972.000000,60204.000000,59261.000000,59340.000000,59340.000000,2174800
2011-07-27,59336.000000,59336.000000,58169.000000,58288.000000,58288.000000,2619000
2011-07-28,58297.000000,59167.000000,58290.000000,58708.000000,58708.000000,2234000
2011-07-29,58703.000000,58952.000000,58009.000000,58823.000000,58823.000000,2366400
2011-08-01,58823.000000,59542.000000,58168.000000,58536.000000,58536.000000,2109400
2011-08-02,58526.000000,58673.000000,57259.000000,57311.000000,57311.000000,2696200
2011-08-03,57318.000000,57352.000000,55249.000000,56017.000000,56017.000000,3491800
2011-08-04,55999.000000,55999.000000,52629.000000,52811.000000,52811.000000,4455400
2011-08-05,52811.000000,53866.000000,51153.000000,52949.000000,52949.000000,4320600
2011-08-08,52938.000000,52938.000000,47793.000000,48668.000000,48668.000000,4894600
2011-08-09,48671.000000,51151.000000,48666.000000,51151.000000,51151.000000,5268200
2011-08-10,51151.000000,52164.000000,49947.000000,51395.000000,51395.000000,4358800
2011-08-11,51398.000000,53724.000000,51398.000000,53343.000000,53343.000000,4066000
2011-08-12,53344.000000,53643.000000,52650.000000,53473.000000,53473.000000,3269800
2011-08-15,53478.000000,54968.000000,53474.000000,54652.000000,54652.000000,2540600
2011-08-16,54651.000000,54651.000000,53539.000000,54324.000000,54324.000000,2464600
2011-08-17,54324.000000,55073.000000,53828.000000,55073.000000,55073.000000,3160600
2011-08-18,55037.000000,55037.000000,52246.000000,53134.000000,53134.000000,3120400
2011-08-19,53135.000000,53601.000000,52336.000000,52448.000000,52448.000000,2577200
2011-08-22,52472.000000,53552.000000,52397.000000,52440.000000,52440.000000,2140800
2011-08-23,52440.000000,53787.000000,51853.000000,53787.000000,53787.000000,2679000
2011-08-24,53787.000000,54279.000000,52993.000000,53796.000000,53796.000000,2492200
2011-08-25,53796.000000,54155.000000,52677.000000,52953.000000,52953.000000,2381200
2011-08-26,52955.000000,53598.000000,51971.000000,53351.000000,53351.000000,2223000
2011-08-29,53356.000000,55027.000000,53356.000000,54861.000000,54861.000000,2293800
2011-08-30,54861.000000,55768.000000,54425.000000,55385.000000,55385.000000,2343400
2011-08-31,55399.000000,56495.000000,55399.000000,56495.000000,56495.000000,2940000
2011-09-01,56498.000000,58589.000000,56498.000000,58118.000000,58118.000000,4013600
2011-09-02,58114.000000,58114.000000,56302.000000,56532.000000,56532.000000,3147400
2011-09-05,56521.000000,56521.000000,54818.000000,54998.000000,54998.000000,1609000
2011-09-06,54998.000000,56676.000000,54121.000000,56607.000000,56607.000000,2846800
2011-09-08,56609.000000,58242.000000,56609.000000,57624.000000,57624.000000,2757000
2011-09-09,57614.000000,57614.000000,55528.000000,55778.000000,55778.000000,2481800
2011-09-12,55773.000000,55792.000000,54310.000000,55685.000000,55685.000000,2376200
2011-09-13,55690.000000,56336.000000,55166.000000,55544.000000,55544.000000,2099400
2011-09-14,55544.000000,56776.000000,55090.000000,56286.000000,56286.000000,2836200
2011-09-15,56287.000000,57161.000000,56196.000000,56381.000000,56381.000000,2136800
2011-09-16,56381.000000,57210.000000,56257.000000,57210.000000,57210.000000,1970000
2011-09-19,57208.000000,57208.000000,56060.000000,57103.000000,57103.000000,2328200
2011-09-20,57105.000000,57620.000000,56379.000000,56379.000000,56379.000000,2677000
2011-09-21,56381.000000,57600.000000,55915.000000,55982.000000,55982.000000,2777000
2011-09-22,55981.000000,55981.000000,52706.000000,53280.000000,53280.000000,3603600
2011-09-23,53273.000000,53855.000000,52754.000000,53230.000000,53230.000000,2689200
2011-09-26,53243.000000,53873.000000,52399.000000,53748.000000,53748.000000,2143200
2011-09-27,53751.000000,54992.000000,53751.000000,53920.000000,53920.000000,2454200
2011-09-28,53921.000000,54796.000000,53258.000000,53270.000000,53270.000000,2340800
2011-09-29,53276.000000,54207.000000,52849.000000,53385.000000,53385.000000,2304800
2011-09-30,53385.000000,53385.000000,51897.000000,52324.000000,52324.000000,3072600
2011-10-03,52319.000000,52319.000000,50792.000000,50792.000000,50792.000000,3112400
2011-10-04,50790.000000,50790.000000,49433.000000,50686.000000,50686.000000,4038800
2011-10-05,50683.000000,51199.000000,50209.000000,51014.000000,51014.000000,2830400
2011-10-06,51016.000000,52729.000000,51016.000000,52290.000000,52290.000000,3145600
2011-10-07,52290.000000,52891.000000,50902.000000,51244.000000,51244.000000,2627200
2011-10-10,51244.000000,53294.000000,51244.000000,53273.000000,53273.000000,2180600
2011-10-11,53271.000000,54113.000000,52820.000000,53838.000000,53838.000000,2845400
2011-10-13,53836.000000,54751.000000,53308.000000,54601.000000,54601.000000,3574200
2011-10-14,54603.000000,55179.000000,54447.000000,55030.000000,55030.000000,2323200
2011-10-17,55021.000000,55021.000000,53536.000000,53911.000000,53911.000000,2366200
2011-10-18,53915.000000,55225.000000,53188.000000,55032.000000,55032.000000,2540000
2011-10-19,55037.000000,55244.000000,54483.000000,54966.000000,54966.000000,2430800
2011-10-20,54953.000000,54953.000000,53610.000000,54010.000000,54010.000000,2282800
2011-10-21,54014.000000,55504.000000,54014.000000,55255.000000,55255.000000,2151200
2011-10-24,55259.000000,57226.000000,55259.000000,56892.000000,56892.000000,2656000
2011-10-25,56885.000000,56885.000000,55770.000000,56286.000000,56286.000000,2262800
2011-10-26,56306.000000,57334.000000,56249.000000,57144.000000,57144.000000,2172400
2011-10-27,57146.000000,59901.000000,57146.000000,59270.000000,59270.000000,3665800
2011-10-28,59270.000000,59668.000000,58760.000000,59513.000000,59513.000000,2388000
2011-10-31,59513.000000,59513.000000,58094.000000,58338.000000,58338.000000,2258000
2011-11-01,58300.000000,58300.000000,56099.000000,57323.000000,57323.000000,2827600
2011-11-03,57327.000000,58481.000000,57327.000000,58196.000000,58196.000000,2445800
2011-11-04,58186.000000,58804.000000,57547.000000,58670.000000,58670.000000,1946600
2011-11-07,58670.000000,59440.000000,58645.000000,59199.000000,59199.000000,1869400
2011-11-08,59205.000000,59616.000000,58505.000000,59026.000000,59026.000000,1934000
2011-11-09,59011.000000,59011.000000,57201.000000,57550.000000,57550.000000,2623000
2011-11-10,57561.000000,58314.000000,57294.000000,57322.000000,57322.000000,1959000
2011-11-11,57325.000000,58747.000000,57325.000000,58547.000000,58547.000000,2136400
2011-11-14,58539.000000,58717.000000,58013.000000,58258.000000,58258.000000,1791000
2011-11-16,58256.000000,58877.000000,57784.000000,58560.000000,58560.000000,2703800
2011-11-17,58550.000000,58555.000000,56663.000000,56989.000000,56989.000000,3054600
2011-11-18,56989.000000,57477.000000,56418.000000,56731.000000,56731.000000,2297200
2011-11-21,56722.000000,56722.000000,55505.000000,56285.000000,56285.000000,2894800
2011-11-22,56290.000000,56570.000000,55609.000000,55878.000000,55878.000000,2681600
2011-11-23,55879.000000,55879.000000,54813.000000,54972.000000,54972.000000,2429400
2011-11-24,54978.000000,55519.000000,54537.000000,55280.000000,55280.000000,1410200
2011-11-25,55271.000000,55610.000000,54742.000000,54894.000000,54894.000000,1815000
2011-11-28,54899.000000,56444.000000,54899.000000,56017.000000,56017.000000,2271000
2011-11-29,56028.000000,56364.000000,55300.000000,55300.000000,55300.000000,2822000
2011-11-30,55307.000000,57592.000000,55307.000000,56875.000000,56875.000000,4893000
2011-12-01,56876.000000,58302.000000,56876.000000,58143.000000,58143.000000,3297000
2011-12-02,58147.000000,58980.000000,57618.000000,57886.000000,57886.000000,2985600
2011-12-05,57894.000000,59245.000000,57894.000000,58910.000000,58910.000000,2535200
2011-12-06,58910.000000,59576.000000,58497.000000,59536.000000,59536.000000,2178000
2011-12-07,59534.000000,59535.000000,58581.000000,58663.000000,58663.000000,2171800
2011-12-08,58664.000000,59217.000000,57260.000000,57455.000000,57455.000000,2720800
2011-12-09,57455.000000,58540.000000,57455.000000,58236.000000,58236.000000,1946400
2011-12-12,58235.000000,58235.000000,56839.000000,57347.000000,57347.000000,2502200
2011-12-13,57355.000000,58153.000000,57333.000000,57495.000000,57495.000000,2901200
2011-12-14,57495.000000,57495.000000,56647.000000,56647.000000,56647.000000,4140400
2011-12-15,56647.000000,57332.000000,56232.000000,56331.000000,56331.000000,2605800
2011-12-16,56334.000000,56823.000000,56087.000000,56097.000000,56097.000000,2440000
2011-12-19,56100.000000,56376.000000,55298.000000,55298.000000,55298.000000,2833400
2011-12-20,55301.000000,56865.000000,55301.000000,56865.000000,56865.000000,3233000
2011-12-21,56865.000000,56865.000000,56046.000000,56653.000000,56653.000000,2264400
2011-12-22,56656.000000,57459.000000,56557.000000,57348.000000,57348.000000,2289000
2011-12-23,57348.000000,57792.000000,57348.000000,57701.000000,57701.000000,1767200
2011-12-26,57702.000000,57856.000000,57669.000000,57669.000000,57669.000000,0
2011-12-27,57666.000000,58111.000000,57611.000000,58005.000000,58005.000000,1616600
2011-12-28,58006.000000,58010.000000,56447.000000,56534.000000,56534.000000,1612000
2011-12-29,56534.000000,56945.000000,56313.000000,56754.000000,56754.000000,2779200
2012-01-02,56755.000000,57993.000000,56649.000000,57829.000000,57829.000000,2614600
2012-01-03,57836.000000,59288.000000,57836.000000,59265.000000,59265.000000,3083000
2012-01-04,59263.000000,59519.000000,58558.000000,59365.000000,59365.000000,2252000
2012-01-05,59354.000000,59354.000000,57963.000000,58546.000000,58546.000000,2351200
2012-01-06,58565.000000,59261.000000,58355.000000,58600.000000,58600.000000,1659200
2012-01-09,58601.000000,59220.000000,58599.000000,59083.000000,59083.000000,2244600
2012-01-10,59090.000000,60112.000000,59090.000000,59806.000000,59806.000000,2689200
2012-01-11,59799.000000,60094.000000,59423.000000,59962.000000,59962.000000,2245200
2012-01-12,59966.000000,60504.000000,59586.000000,59921.000000,59921.000000,2145600
2012-01-13,59918.000000,59918.000000,58874.000000,59147.000000,59147.000000,5624200
2012-01-16,59146.000000,59982.000000,59146.000000,59956.000000,59956.000000,1705000
2012-01-17,59961.000000,60891.000000,59961.000000,60646.000000,60646.000000,2524200
2012-01-18,60643.000000,61723.000000,60610.000000,61723.000000,61723.000000,2757800
2012-01-19,61726.000000,62181.000000,61566.000000,61927.000000,61927.000000,2843400
2012-01-20,61932.000000,62312.000000,61593.000000,62312.000000,62312.000000,2246400
2012-01-23,62312.000000,62693.000000,61908.000000,62386.000000,62386.000000,2376000
2012-01-24,62386.000000,62536.000000,61667.000000,62486.000000,62486.000000,2731000
2012-01-26,62486.000000,63805.000000,62485.000000,62953.000000,62953.000000,3174000
2012-01-27,62955.000000,63263.000000,62769.000000,62904.000000,62904.000000,2218200
2012-01-30,62902.000000,62902.000000,61989.000000,62770.000000,62770.000000,2197600
2012-01-31,62772.000000,63394.000000,62664.000000,63072.000000,63072.000000,3437800
2012-02-01,63085.000000,64567.000000,63085.000000,64567.000000,64567.000000,3904000
2012-02-02,64569.000000,64855.000000,64224.000000,64593.000000,64593.000000,3107600
2012-02-03,64589.000000,65619.000000,64137.000000,65217.000000,65217.000000,3059800
2012-02-06,65217.000000,65229.000000,64743.000000,65224.000000,65224.000000,1919600
2012-02-07,65213.000000,65944.000000,64801.000000,65917.000000,65917.000000,2722000
2012-02-08,65918.000000,66383.000000,65647.000000,65831.000000,65831.000000,2887000
2012-02-09,65831.000000,66324.000000,65189.000000,65530.000000,65530.000000,2688400
2012-02-10,65525.000000,65525.000000,63880.000000,63998.000000,63998.000000,3501400
2012-02-13,63999.000000,65713.000000,63999.000000,65692.000000,65692.000000,2619200
2012-02-14,65699.000000,65855.000000,64826.000000,65039.000000,65039.000000,2738200
2012-02-15,65041.000000,66004.000000,65041.000000,65368.000000,65368.000000,3825400
2012-02-16,65364.000000,66161.000000,64798.000000,66142.000000,66142.000000,3068400
2012-02-17,66158.000000,66562.000000,65823.000000,66204.000000,66204.000000,2352600
2012-02-23,66084.000000,66329.000000,65590.000000,65820.000000,65820.000000,2322800
2012-02-24,65820.000000,66335.000000,65820.000000,65943.000000,65943.000000,2119800
2012-02-27,65938.000000,65954.000000,65068.000000,65241.000000,65241.000000,2226000
2012-02-28,65245.000000,66152.000000,65240.000000,65959.000000,65959.000000,2717000
2012-02-29,65970.000000,66662.000000,65533.000000,65812.000000,65812.000000,3345400
2012-03-01,65812.000000,66931.000000,65812.000000,66810.000000,66810.000000,2328800
2012-03-02,66810.000000,67791.000000,66810.000000,67782.000000,67782.000000,2557000
2012-03-05,67782.000000,67782.000000,66756.000000,66964.000000,66964.000000,2315800
2012-03-06,66962.000000,66962.000000,64892.000000,65114.000000,65114.000000,2742600
2012-03-07,65123.000000,66053.000000,65123.000000,66017.000000,66017.000000,2683400
2012-03-08,66032.000000,67272.000000,66032.000000,66908.000000,66908.000000,2890800
2012-03-09,66908.000000,67419.000000,66679.000000,66704.000000,66704.000000,2253600
2012-03-12,66687.000000,66687.000000,65965.000000,66385.000000,66385.000000,2149800
2012-03-13,66386.000000,68420.000000,66386.000000,68394.000000,68394.000000,3165200
2012-03-14,68386.000000,68970.000000,67797.000000,68257.000000,68257.000000,2732800
2012-03-15,68259.000000,68259.000000,67458.000000,67749.000000,67749.000000,2295200
2012-03-16,67749.000000,68153.000000,67505.000000,67684.000000,67684.000000,2408600
2012-03-19,67685.000000,68159.000000,67547.000000,67730.000000,67730.000000,2143600
2012-03-20,67725.000000,67725.000000,66704.000000,67296.000000,67296.000000,2071400
2012-03-21,67297.000000,67436.000000,66762.000000,66860.000000,66860.000000,1981000
2012-03-22,66860.000000,66860.000000,65534.000000,65828.000000,65828.000000,2676200
2012-03-23,65831.000000,66253.000000,65576.000000,65813.000000,65813.000000,2524800
2012-03-26,65818.000000,66776.000000,65818.000000,66685.000000,66685.000000,2010800
2012-03-27,66683.000000,66968.000000,65925.000000,66037.000000,66037.000000,2723000
2012-03-28,66032.000000,66032.000000,64819.000000,65079.000000,65079.000000,2883000
2012-03-29,65074.000000,65074.000000,64096.000000,64872.000000,64872.000000,2895600
2012-03-30,64875.000000,65363.000000,64245.000000,64511.000000,64511.000000,3155800
2012-04-02,64515.000000,65593.000000,64199.000000,65216.000000,65216.000000,2966600
2012-04-03,65218.000000,65530.000000,64015.000000,64284.000000,64284.000000,2773600
2012-04-04,64301.000000,64301.000000,63450.000000,63529.000000,63529.000000,2739600
2012-04-05,63518.000000,64299.000000,63384.000000,63691.000000,63691.000000,2294800
2012-04-09,63690.000000,63690.000000,62462.000000,62923.000000,62923.000000,1788200
2012-04-10,62922.000000,62922.000000,61344.000000,61738.000000,61738.000000,3094000
2012-04-11,61741.000000,62356.000000,61291.000000,61293.000000,61293.000000,2952600
2012-04-12,61300.000000,63061.000000,61300.000000,63058.000000,63058.000000,3115800
2012-04-13,63039.000000,63039.000000,61778.000000,62106.000000,62106.000000,2959600
2012-04-16,62120.000000,62688.000000,61465.000000,61955.000000,61955.000000,2316600
2012-04-17,61959.000000,62961.000000,61959.000000,62699.000000,62699.000000,2704600
2012-04-18,62696.000000,63243.000000,62429.000000,63010.000000,63010.000000,4053800
2012-04-19,63007.000000,63274.000000,62478.000000,62618.000000,62618.000000,2358200
2012-04-20,62620.000000,63369.000000,62431.000000,62494.000000,62494.000000,2285200
2012-04-23,62494.000000,62494.000000,60897.000000,61539.000000,61539.000000,2533400
2012-04-24,61537.000000,62001.000000,61380.000000,61971.000000,61971.000000,2377000
2012-04-25,61989.000000,62441.000000,61328.000000,61750.000000,61750.000000,3307200
2012-04-26,61750.000000,62282.000000,61033.000000,62198.000000,62198.000000,3130000
2012-04-27,62203.000000,62486.000000,61667.000000,61691.000000,61691.000000,2547600
2012-04-30,61691.000000,61900.000000,61231.000000,61820.000000,61820.000000,1963200
2012-05-02,61820.000000,62502.000000,61594.000000,62424.000000,62424.000000,2955600
2012-05-03,62427.000000,62783.000000,61731.000000,62104.000000,62104.000000,3036000
2012-05-04,62104.000000,62167.000000,60438.000000,60821.000000,60821.000000,4961600
2012-05-07,60802.000000,61299.000000,60391.000000,61220.000000,61220.000000,3370400
2012-05-08,61218.000000,61218.000000,59871.000000,60365.000000,60365.000000,3091200
2012-05-09,60346.000000,60346.000000,59199.000000,59786.000000,59786.000000,3261600
2012-05-10,59796.000000,60752.000000,59637.000000,59702.000000,59702.000000,2701400
2012-05-11,59703.000000,60340.000000,59138.000000,59445.000000,59445.000000,2532400
2012-05-14,59443.000000,59443.000000,57539.000000,57540.000000,57540.000000,3047400
2012-05-15,57540.000000,58024.000000,56145.000000,56238.000000,56238.000000,4189200
