0.00000, 0.09224, 0.19247, 0.06577, 0.07486
0.22005, 0.00000, 0.99503, 0.77062, 0.75225
0.00662, 0.00000, 0.00000, 0.00248, 0.01767
0.02301, 0.01493, 0.94868, 0.00000, 0.39046
0.01797, 0.01733, 0.93626, 0.21848, 0.00000
